Index,pH,Iron,Nitrate,Chloride,Lead,Zinc,Color,Turbidity,Fluoride,Copper,Odor,Sulfate,Conductivity,Chlorine,Manganese,Total Dissolved Solids,Source,Water Temperature,Air Temperature,Month,Day,Time of Day,Target
7973,7.548697159,0.080757984,8.278736005,119.0956549,1.62E-42,0.139909497,Near Colorless,0.000718722,0.087677698,0.715094335,2.597961868,221.0971718,304.4770087,3.711654972,0.000113286,97.27258617,Well,6.029237764,45.43988413,March,31,9,1
7974,6.734554113,0.170305798,3.90016185,134.5862252,1.91E-13,0.014259772,Colorless,0.015266964,1.54875096,0.056950793,0.814488076,110.5190756,327.7976366,3.382023077,1.46E-06,200.4523595,River,17.07981362,60.22540748,June,25,4,1
7975,6.603311181,3.17E-07,6.625215233,167.7391911,3.89E-18,0.007580418,Colorless,0.134025296,1.46094561,0.890576401,1.088612275,178.136598,560.7554308,2.837023098,0.000165693,137.1029941,Ground,16.24465039,53.68200749,September,27,4,0
7976,7.353975532,0.001852333,8.292709959,238.6443646,4.13E-104,0.570467515,Colorless,0.357026358,0.177256449,,1.168474316,221.2419551,340.0265953,3.377643118,0.004331175,517.1209463,Stream,11.44811791,44.55246247,December,5,11,1
7977,7.547951348,2.35E-09,4.026381978,126.6718244,3.70E-127,0.095552522,Yellow,0.00378273,0.353940251,0.873589874,3.456589398,59.86416852,318.7097193,2.891183448,,144.7562205,Aquifer,19.67760376,66.36514733,August,25,9,1
7978,8.421775375,0.091992617,3.985162992,119.0429043,2.58E-181,2.017783486,Colorless,1.050191514,0.075253103,0.130098917,,95.25124637,338.1851083,2.377155447,2.91E-12,383.3774773,Stream,5.523949409,48.02388546,February,3,12,1
7979,7.090731997,5.41E-06,5.327199671,125.2922455,1.98E-39,0.14502766,Colorless,0.000157512,0.24129758,0.184046415,0.153373912,212.5228141,488.9569858,3.038930013,0.011000189,349.0607609,Aquifer,23.00844811,55.69376234,November,6,,1
7980,8.752709768,0.009322883,7.851171756,215.2602846,5.36E-172,0.111323516,Faint Yellow,0.020079428,2.407138363,1.324706198,3.831693402,183.7924833,329.0991027,2.822045885,0.027604064,16.03112373,Lake,9.638642014,119.2165656,April,,21,0
7981,8.949930012,7.59E-12,2.630793008,399.4437412,1.17E-160,1.029250912,Colorless,0.071128866,0.271915633,0.315150561,2.908092183,56.3792984,524.5065301,2.728809745,0.055226592,334.675168,Ground,17.79419691,41.39977362,October,28,23,0
7982,8.839942656,0.054057141,4.05738967,101.2041841,4.20E-47,2.690947989,Faint Yellow,0.150595226,0.278274725,0.373207869,3.52293551,234.9589588,623.6575391,6.441254232,0.029329012,281.9546665,Well,24.01730069,60.48125519,November,12,3,0
7983,7.988821921,4.37E-07,4.103191922,141.1594342,1.92E-17,0.039127599,Near Colorless,0.002371889,0.997773175,0.786899019,0.400799617,197.8361133,584.1996618,1.866585374,8.65E-07,366.0345957,Spring,11.25233327,73.56940585,December,21,13,1
7984,8.104400454,0.007684522,7.802468487,144.9797387,7.94E-187,1.724166027,Near Colorless,0.028676713,1.475119293,0.038136751,0.151469269,138.8102724,532.9397187,2.981020807,0.00152759,176.7991528,River,25.23228258,78.77251277,November,9,,0
7985,7.486143098,5.10E-05,4.41404357,188.5879652,2.39E-137,0.807862515,Near Colorless,0.113618217,0.764086563,0.525492571,2.863691431,83.14933845,367.1795377,2.249246086,1.87E-09,332.7212759,Lake,10.66838223,37.88874539,November,2,21,0
7986,6.784131273,0.049641625,4.442506032,190.5622134,1.59E-72,2.771306265,Near Colorless,0.006074061,1.292330709,0.065333987,0.612875825,113.8405527,465.3015738,3.13628465,6.74E-06,354.9617763,Reservoir,22.45792947,63.37864291,February,2,12,0
7987,8.440417441,4.04E-06,3.810788844,245.4639557,1.01E-244,0.24620949,Colorless,0.007261402,0.039713844,0.179676743,2.711142621,204.0133634,312.8523236,2.573759467,4.17E-07,30.48521638,Stream,12.26815427,47.34061255,November,,22,1
7988,7.527994692,5.22E-07,6.078378194,,1.63E-24,0.439306043,Faint Yellow,1.05513312,0.284487059,0.085417537,1.454330304,178.708384,158.2062253,3.469465813,0.017177038,66.78949999,,13.00358498,64.92757366,August,1,4,1
7989,7.108335218,5.72E-06,5.830215476,176.1383505,1.42E-44,2.413808955,Colorless,0.003178443,1.397010572,0.324385064,1.55652929,121.941843,714.0946729,3.666056828,0.002237569,207.4925663,Spring,8.03920265,64.13323642,June,,16,1
7990,8.193696522,0.000187058,8.555906383,202.3419352,5.37E-05,0.359506352,Colorless,0.059349752,0.354956456,0.021091078,2.489190965,178.9684381,245.8787251,3.436906518,0.001734834,438.3102152,Ground,17.19590001,68.75434689,August,4,2,0
7991,7.139510849,0.091069603,6.443676556,121.5232918,2.34E-18,0.588786371,Near Colorless,0.69657967,1.030137545,0.161457574,2.625893552,154.6270869,132.561785,4.010976154,1.30E-06,351.7544003,Ground,6.478907357,71.85109493,December,5,22,0
7992,8.212944837,0.039208697,2.769163282,146.4874566,9.96E-303,0.303468066,Faint Yellow,0.825289316,0.722407719,0.107553059,,66.82284333,129.365002,2.576760303,2.10E-12,75.82339276,Ground,30.08120754,43.73594073,June,21,1,1
7993,8.129513598,0.22635156,7.309046553,148.8802849,5.25E-20,0.208569931,Colorless,,0.139190902,1.020627444,1.921824928,194.1629148,555.1472702,4.072371875,0.03030122,147.2674743,Well,7.277269129,48.15757493,July,18,6,0
7994,7.583594512,8.63E-08,5.568979505,330.2324286,2.76E-42,1.879845281,Near Colorless,1.145212254,0.986121052,0.004568156,1.661122344,60.17972018,649.3128528,3.179384735,0.068924917,465.2375738,Ground,19.40496724,93.1749987,September,7,23,0
7995,6.781043207,0.032650304,1.276045923,154.6418647,4.20E-95,0.085134246,Faint Yellow,0.34723744,0.488710373,0.627370747,2.586061235,111.0912818,157.1864298,3.592692387,,63.08787512,Stream,16.7300018,73.11853253,March,17,12,0
7996,7.785406413,5.123389889,6.411728413,201.592822,3.00E-17,0.318705242,Faint Yellow,0.002038481,,0.076101121,1.789717751,501.4485998,435.8753694,3.282907721,0.021765938,55.17873257,Spring,15.73068481,81.14449706,October,26,21,1
7997,7.036193027,0.001872601,2.74599818,123.7805177,7.29E-104,0.043387232,Light Yellow,0.028014187,0.221098209,0.140874877,2.834318135,191.0745543,269.8686826,2.939551748,2.92E-08,75.43262554,Stream,5.150131079,27.23813178,June,2,19,1
7998,8.40109788,5.44E-05,3.249057962,111.8821254,1.14E-124,2.04400478,Near Colorless,0.674957039,1.184947886,0.594481616,,157.4108386,257.4294643,2.018509835,,79.34533865,Lake,14.25160548,85.72949108,September,15,9,1
7999,6.555787485,0.011634148,6.029202976,138.2404944,2.03E-70,1.476675222,Colorless,0.006598423,0.469036519,0.510722382,1.135008553,142.9638492,750.022285,2.871374216,0.000590219,50.38657864,Spring,20.20979699,76.66123164,July,13,3,0
8000,8.324805678,8.44E-07,3.620092989,147.3895407,6.47E-166,0.45714276,Colorless,0.532976586,0.738426101,0.09762802,3.144554104,49.14562249,460.8461984,3.834063776,0.003701451,217.9835529,Stream,22.54260872,70.67766409,July,11,4,1
8001,7.628550404,0.000176066,3.500539385,101.8395648,1.11E-108,2.071206498,Light Yellow,0.054886612,0.380409748,,2.410861377,155.1371521,523.7514147,3.091430965,0.000819193,153.7230475,Ground,22.30640735,51.2452167,January,4,3,0
8002,7.026383366,0.273034876,7.488148993,161.2680163,8.60E-254,0.978646166,Faint Yellow,0.013895249,1.346819682,0.058827289,2.506759338,131.9852738,473.0999382,3.35505051,3.66E-05,286.1842253,Well,16.69147525,58.1917384,August,30,8,0
8003,7.827153453,1.53E-07,4.561632968,153.3940303,4.47E-45,,Faint Yellow,0.176674795,1.849643174,0.34512632,3.00999171,206.2486573,701.2613581,3.973440309,0.012708894,493.937214,Ground,14.44506246,60.83550388,August,7,6,1
8004,7.165459449,0.003742493,5.506259739,233.3230276,6.89824534e-316,1.19598144,Near Colorless,0.284180196,0.272708463,0.02881629,1.522301304,136.9489083,413.0333612,2.722954453,0.000373636,509.7152993,Stream,17.78449733,89.41320999,February,15,1,1
8005,6.61777086,8.92E-11,6.60990859,85.87865581,1.09E-53,0.192616269,Near Colorless,0.017950616,1.830412083,0.208210663,1.275759516,109.8719051,230.9310729,,5.48E-09,99.17178062,Lake,8.329939861,54.37097773,February,11,19,0
8006,6.599165385,5.36E-06,6.867581084,157.9260866,0,4.149523736,Near Colorless,0.204523825,1.571656467,0.191557803,2.724347018,213.6122284,421.0161396,3.627560172,0.013513456,237.4901616,Lake,16.83904244,62.72500597,July,10,3,1
8007,7.710360369,0.028641903,5.737160072,207.2382611,4.56E-167,2.123500937,Colorless,0.309853395,0.617063246,0.51998232,2.56387489,119.1056316,459.7878839,3.202017231,6.74E-09,322.083278,River,16.0668233,61.90928263,June,12,4,1
8008,8.205057624,0.26191918,3.626496279,115.5302733,8.37E-83,0.000895236,Faint Yellow,0.972194275,0.311859529,0.582239341,2.377101816,179.1359804,330.5320569,3.409061748,1.18E-05,266.7579376,Ground,19.43806238,62.92363574,June,20,20,0
8009,8.323206212,9.33E-06,7.487128923,143.8099222,6.31E-44,1.061504795,Colorless,0.061771567,1.165169431,0.848199588,2.722979327,73.31920394,361.4733875,4.031246723,5.13E-06,471.946518,Aquifer,21.64282654,68.07773047,March,10,18,0
8010,7.15168117,0.033084258,4.978693293,190.6271046,8.11E-46,2.616749669,Light Yellow,0.294359577,0.20859723,0.657303203,1.258003059,106.1718646,482.7336428,3.058360184,0.003165657,205.3125466,Reservoir,6.330499621,60.073164,April,10,5,1
8011,8.335818289,0.013514933,2.195829464,207.2372192,1.49E-07,2.101137891,Near Colorless,0.729770204,,0.795761408,,122.5534233,377.2215013,3.456289344,1.42E-08,303.7485267,Lake,7.172387638,44.14739743,October,24,20,1
8012,8.423396125,1.98E-05,4.628759773,145.5798582,1.89E-53,0.30428092,Colorless,0.232295276,0.112892827,0.03434098,2.296188134,215.3958796,321.9380763,3.057915124,0.00247189,148.693873,Spring,12.2550351,52.63404905,September,2,21,1
8013,7.858538059,0.046955961,5.273259417,208.6226521,2.21E-71,0.071346289,Near Colorless,0.097054766,0.628719839,0.042785751,0.143818453,142.8153475,536.2786339,2.38547835,2.74E-05,253.349287,Lake,23.07077852,36.96921129,February,8,0,1
8014,7.295000368,0.001177187,7.480225987,129.5226376,1.00E-184,1.084043447,Near Colorless,0.896408968,1.651382998,0.658968499,1.51292942,259.8201441,495.4751241,3.644904644,0.009300213,284.0075784,Well,11.5361552,47.94447319,January,27,15,1
8015,8.091867675,0.000479737,5.643556019,153.1773123,2.29E-192,0.161108039,Near Colorless,0.006699575,0.092031021,0.001739561,2.614365127,178.6526567,247.8320515,3.155605292,0.001062625,83.99611206,Aquifer,19.5593005,72.68466419,October,21,7,1
8016,7.78116619,1.05E-05,6.946204055,190.3802466,2.33E-126,1.319535553,Colorless,0.003457128,0.341628861,0.572845769,1.834403306,232.5009615,207.7227496,2.694216303,1.61E-07,461.2236617,River,12.73504373,80.12179663,November,21,5,0
8017,7.643744904,3.34E-05,7.49245226,164.2145081,1.27E-78,1.131784697,Colorless,0.005764119,0.775596016,0.878324354,2.996400637,112.4609556,150.0471783,3.947101866,3.47E-06,365.4746032,Reservoir,6.996857502,45.44427631,July,22,0,1
8018,7.627585974,0.005721523,6.216286575,202.6791824,1.61E-57,3.817900508,Light Yellow,6.18E-05,1.385312363,0.359027179,0.386396215,115.7950688,493.6336867,3.939965229,0.000241855,103.0557993,River,5.507143828,56.67711594,March,25,8,1
8019,8.384002483,7.36E-11,4.156144511,184.5934253,1.17E-12,0.528263012,Colorless,0.155852966,0.369444123,0.164033513,1.762200424,94.70456292,588.8522153,2.966036841,8.90E-07,7.194069184,Reservoir,5.982608295,51.97861915,October,8,22,1
8020,8.019794412,0.015227795,7.074443954,170.0884523,7.17E-217,1.744775081,Near Colorless,0.059123102,0.421366108,0.186310288,3.036387203,79.53968979,255.0106863,3.492179435,0.000319255,176.150901,River,10.99961416,51.38818075,December,7,18,0
8021,6.703957777,2.81E-10,5.580323261,206.3288974,7.92E-265,0.089905861,Colorless,0.10827473,1.345004082,0.131408302,2.366563205,188.1565637,591.4695838,3.036634126,6.41E-08,318.9608832,Reservoir,11.76821526,73.29994903,February,5,4,1
8022,7.053123214,0.000648814,5.79102413,98.01040249,8.51E-46,1.49216835,Colorless,0.005702598,1.083108291,0.025950187,2.686336925,191.8493397,519.8956575,3.12506697,0.046883023,4.661565203,River,6.580602363,57.8226563,July,28,12,0
8023,7.377316431,0.304254008,9.42205181,138.0776258,3.42E-15,0.213488271,Near Colorless,0.305559595,1.840730109,0.096540905,2.875652064,84.18923945,336.4180248,3.17036783,0.003846184,249.9710311,Lake,6.344597653,91.51571818,September,11,8,0
8024,7.569147061,0.00237643,2.883657496,89.84460938,4.95E-132,0.658916421,Light Yellow,0.005705322,0.072555288,0.576205351,0.986717274,238.0757446,540.6061624,2.240425514,0.010704167,410.5666809,Spring,8.090834827,24.56879703,July,18,16,1
8025,7.111964245,0.07088234,3.418007286,211.3938056,2.90E-107,0.058156448,Near Colorless,0.009593857,0.569480853,0.779226058,3.112795934,182.3047554,324.0572925,3.316309988,2.26E-11,391.0812325,Stream,20.15745087,54.53730061,December,3,0,1
8026,7.623315709,0.031389869,8.485547041,155.4265866,9.83E-267,0.235708874,Colorless,0.041463241,0.589403168,0.284805028,1.362583138,68.5432171,231.0922091,2.76352573,2.17E-10,444.4246083,River,15.03667918,75.4958753,October,21,12,1
8027,7.081786336,0.000102405,3.1364488,124.8490907,5.48E-20,2.071438059,Faint Yellow,0.307674198,1.527871437,0.300269187,1.778573325,179.5847517,682.9580782,2.710505983,0.009994049,160.0161423,Spring,,19.15063824,March,15,7,1
8028,8.412193919,5.36E-07,4.301443483,160.3436036,2.61E-86,0.164062232,Colorless,0.204262197,0.148342348,0.291753259,0.263991823,153.5042138,141.4612336,2.084433586,1.92E-08,135.1848401,Ground,16.376422,81.12900751,February,21,13,0
8029,8.268501582,5.50E-11,3.816590782,191.0931841,4.84E-173,1.71894636,Faint Yellow,0.265707617,1.547043486,0.24089415,1.81052516,86.3608687,256.8163806,2.940795983,2.11E-08,217.9718252,River,7.27300347,46.54872396,January,22,7,0
8030,8.27261673,0.21531393,5.202175029,150.506136,5.13E-67,3.780625791,Colorless,0.123276491,0.480792733,0.527530953,1.722168335,83.84754374,346.2844916,2.604229174,1.89E-07,34.42990477,River,,88.15480573,June,2,0,0
8031,7.526603702,0.02703146,6.376330679,142.7245594,2.07E-89,0.260890924,Faint Yellow,0.028113799,0.371815525,0.440083279,0.065941008,250.211816,634.1768162,4.098928824,0.000204958,407.0782648,Ground,5.741108873,60.16138992,January,26,,1
8032,6.604490026,0.02285909,4.250938246,130.5796009,2.66E-280,,Faint Yellow,0.904085566,1.039094728,0.28672086,1.190936593,89.45952309,276.7550259,3.851296921,0.001926126,267.5586223,Spring,31.60285737,54.00960577,September,13,,1
8033,6.548872744,1.38E-06,5.195663597,135.3698343,3.29E-41,0.085100186,Faint Yellow,0.076446848,1.545259976,0.049624751,1.661609715,134.0844596,361.3787558,3.013365169,1.47E-21,192.5732589,Well,20.14704988,60.2954083,June,6,15,0
8034,6.852541841,0.120077576,8.318937632,154.2242136,6.40E-45,0.049281409,Colorless,0.476697082,0.173855917,0.330822267,1.750374404,38.10338056,355.8316181,2.266046035,0.002800197,193.3031803,Ground,8.89655564,66.88986057,August,3,6,1
8035,7.416641097,2.18E-06,19.91697872,148.4090773,5.80E-28,0.287775952,Faint Yellow,2.438805559,0.416259019,0.309802423,3.626074961,228.08496,336.2205497,3.220246056,5.31E-07,64.6764514,Aquifer,33.8858887,45.51737737,August,26,13,0
8036,7.909150734,3.76E-06,7.126444569,151.030134,1.25E-29,0.901789512,Near Colorless,0.451983106,0.145533356,0.27826206,1.953049604,133.0076453,476.6040845,1.523423477,4.48E-05,433.0401907,Well,19.18580109,40.94558213,January,20,11,1
8037,6.97314978,1.04E-05,5.036548262,170.3279448,3.06E-38,1.743938559,Near Colorless,1.36E-05,,,1.598210272,204.0082722,220.9285406,3.568403396,0.001109729,65.30497454,Ground,11.73388832,72.86910665,July,9,17,1
8038,8.082939529,4.46E-12,6.997278581,102.6812731,2.83E-30,0.175384736,Near Colorless,0.945953922,0.391444041,0.985611057,2.606087499,55.01195415,160.0313305,4.018641953,0.000383935,214.8258914,Spring,29.98173932,41.08179563,August,28,18,0
8039,8.142788474,0.00122863,9.006551571,142.2392332,3.08E-52,0.579646115,Faint Yellow,0.31630615,1.917898312,0.084607634,0.584313425,94.69043887,433.3511165,4.094132561,1.08E-06,33.23816898,Ground,6.797925848,34.27496513,December,23,17,1
8040,7.948956763,8.91E-06,9.452957059,212.6889863,5.58E-132,0.529094441,Faint Yellow,0.083190353,0.731649565,0.933850502,0.269312574,244.454949,362.2254336,2.13427331,1.85E-06,476.1790929,Stream,15.33503572,64.51059274,July,27,15,1
8041,7.508765897,0.002818059,7.517584902,190.7154188,4.62E-40,1.782892081,Colorless,0.54839389,0.606190028,0.822091558,0.93498405,109.3481466,204.8580528,2.7243899,0.023560601,261.5533638,Lake,10.10475428,77.94098843,October,12,14,0
8042,7.931694843,0.006019238,8.295239148,243.6931419,3.60E-39,0.014660339,Colorless,0.433624362,1.510813127,0.426918437,2.405218482,209.590143,479.4532507,3.211766398,0.029816305,165.7351264,River,20.25666784,40.55460726,September,15,10,1
8043,8.310505782,7.84E-06,3.69944912,107.6164507,3.25E-151,3.488697873,Colorless,0.710448021,0.646830526,0.114332236,2.731097055,82.75690736,601.9403117,2.650155371,0.001961327,102.1096859,Well,6.242684495,42.58896076,July,11,7,1
8044,6.783723536,1.08E-05,5.772669234,123.3530765,4.32E-98,1.052666929,Faint Yellow,0.008620061,0.072469868,0.994726591,1.113222377,108.8767237,200.3285185,3.229624927,1.14E-06,209.6817982,Stream,9.331975653,55.21751506,March,11,13,0
8045,6.723948505,0.017856653,9.196508272,139.3504526,8.95E-181,,Near Colorless,0.00016175,1.474166357,0.697313484,3.154076785,89.05827013,483.3326483,2.680256605,5.75E-10,344.9108132,Well,,66.41912771,April,21,6,1
8046,8.290545242,0.211062787,6.817045922,134.6597029,3.88E-94,1.448082301,Faint Yellow,0.078047386,1.631788655,0.3261708,0.563067687,80.72437489,231.8995252,2.886953622,0.044696209,245.4708568,Aquifer,38.66073279,70.35684399,April,21,20,0
8047,7.025891829,0.001854523,7.741188322,219.575321,2.34E-77,2.305251642,Colorless,0.076704744,1.483338461,0.860859384,1.41438543,187.1708121,,3.309565337,0.005444544,175.0155782,Stream,23.89431284,49.81777923,February,25,3,0
8048,7.30253081,0.034439092,9.837649374,178.6948353,1.95E-05,0.594148485,Colorless,0.053326465,0.062824527,0.166263003,0.17331624,156.9162411,201.4455312,2.280904772,2.29E-05,188.2682132,Reservoir,15.50964103,56.49482956,June,28,10,0
8049,7.065822563,0.115157345,5.241116581,119.4281096,5.78E-05,0.466004077,Near Colorless,0.394444884,1.79024705,0.347199413,0.04447854,103.1696126,261.1482115,3.0014155,3.79E-10,380.6811596,Ground,11.28504787,73.48107796,June,24,12,0
8050,7.68855459,1.78E-06,4.213055209,223.0354066,2.66E-52,2.317288928,Faint Yellow,0.101245997,0.445673404,0.832514562,0.413063239,109.5433974,67.00218799,3.789409513,1.34E-14,377.957519,Aquifer,7.671977557,47.06063102,March,27,6,0
8051,6.523661778,3.10E-05,2.249380154,,0,1.517873891,Near Colorless,1.06262641,1.038076136,0.299952359,2.662828164,123.0444606,435.4920487,3.409686437,6.26E-10,173.5072333,River,10.19318542,65.96516971,April,3,0,0
8052,8.265080896,0.001014019,4.430428716,189.8148203,1.20E-90,2.395650415,Colorless,1.062217282,1.380153109,0.094511444,2.680302429,101.6147105,466.4312125,2.587064125,0.015685781,445.9613925,Well,20.22504759,69.0485762,July,31,16,1
8053,7.479603529,4.68E-07,6.161834805,154.3930812,2.33E-15,0.136820618,Colorless,0.013255638,0.873290034,0.378717397,2.031722212,139.5848144,529.344242,1.95406147,0.000601842,94.76067931,Stream,16.31940786,88.35386521,January,15,10,1
8054,8.076245588,3.15E-08,2.331227091,177.1232534,6.97E-20,0.53508482,Colorless,0.054362637,1.477705474,0.002372749,3.097115448,79.7572642,451.1292339,4.199068518,0.025754978,433.2362025,Well,17.65753755,29.58509152,February,18,10,0
8055,6.652824332,0.002381536,4.473205494,163.357152,6.29E-70,2.275753277,Faint Yellow,0.001949162,0.741598847,0.495939108,0.740612477,81.56239254,308.9668288,3.270426242,0.044966181,148.2900931,Well,14.55428283,81.45792635,April,19,18,1
8056,7.299909118,0.13512366,3.986053983,128.9767751,2.45E-33,1.868596474,Colorless,0.066588756,0.454696211,0.586708202,0.873875687,160.6291102,465.2207386,3.510620323,0.000125622,123.551016,Stream,22.51835486,37.54119641,January,15,11,0
8057,8.329182986,0.073443302,5.06476683,246.030413,5.37E-56,0.843272936,Near Colorless,0.504603152,0.455560915,0.014848661,0.825093823,171.7742768,438.4287294,2.05908021,3.48E-05,258.2448881,Ground,22.78790058,65.18462638,April,3,19,1
8058,7.144983641,0.014495813,5.745517593,316.9437891,1.90E-73,1.910317342,Yellow,1.064219641,0.913509713,1.987247005,0.703467809,112.7420396,321.7028873,2.196649581,0.007341297,255.3220822,Ground,12.04838688,78.51954941,June,12,14,0
8059,7.187569373,0.253097115,3.974371903,196.6917737,5.31E-195,0.333025356,Near Colorless,0.120789569,0.969140306,0.958583172,2.572530554,95.40566892,445.4048418,3.713445567,0.000544858,51.27730251,Stream,31.28019127,48.73710761,March,7,16,1
8060,7.152300948,0.016218825,7.185907338,124.0001141,2.19E-25,0.126934244,Near Colorless,0.006557788,0.495026955,0.414193234,1.651089495,124.1894402,229.2782182,2.299294301,8.12E-08,446.6846968,Ground,16.03121332,67.96287479,December,13,4,0
8061,8.37298137,0.220238328,7.672514574,77.27099193,1.38E-41,0.689403011,Faint Yellow,0.830295619,1.13572612,0.555621862,1.501623455,89.52228352,792.192804,3.861303002,3.36E-12,16.95155832,Ground,28.74761418,81.99470667,July,17,8,1
8062,5.701447787,0.047015001,9.089920295,101.8327185,2.77E-236,4.244813395,Light Yellow,0.175515325,0.111879794,1.869968838,2.542654214,81.12790585,244.7291347,2.865197351,3.363722328,464.7477321,Aquifer,18.68547243,73.04589512,February,1,18,1
8063,7.803909324,4.99E-06,3.664413534,195.3299499,3.40E-11,2.436623662,Near Colorless,0.953580804,0.814690852,0.016628897,2.347879859,207.9700702,260.3394886,3.06740756,0.003742799,196.8882768,Stream,14.73972071,67.57831417,July,25,8,1
8064,6.719079779,2.98E-06,6.405739375,144.4376648,3.86E-09,2.137661766,Near Colorless,0.15561905,1.239538011,0.348614394,0.296779036,102.5175422,452.6653133,3.77883877,2.23E-05,245.0431975,River,11.81072493,59.50323968,August,11,12,1
8065,7.661719623,0.00824625,2.908186497,230.0225662,1.57E-131,0.715249911,Near Colorless,0.000457827,0.979044991,0.138482813,0.24525917,156.519972,905.6440938,2.696760479,0.014039488,48.32800585,Aquifer,7.392857535,59.6023625,March,15,14,0
8066,8.31743616,0.003801751,2.615991458,191.4260529,3.03E-36,2.525850228,Near Colorless,2.95E-08,1.479437871,0.415908538,3.182560517,49.77256146,285.0826146,4.202230787,0.001623707,62.86188166,Well,17.27428066,77.43463012,April,25,20,1
8067,6.571115186,1.48E-07,2.627212943,222.8280439,2.17E-42,1.820434576,Near Colorless,0.00077979,0.209341996,0.302623001,0.641437091,241.4088827,784.9404393,3.479857439,0.018866416,6.063205106,Reservoir,50.63352587,77.24519609,April,3,11,1
8068,7.252242151,0.02179214,3.531732406,136.8337494,1.26E-12,0.698350098,Near Colorless,0.416685564,1.181508776,,2.037363901,146.8312793,422.8778916,2.679906383,1.08E-12,47.37276881,Stream,32.84312902,82.09969979,November,3,13,0
8069,7.287604588,0.000175445,4.766839601,,0.001029238,1.157863513,Near Colorless,0.529167081,0.164961183,1.036361931,2.184098456,194.7445014,172.8385473,2.791850158,0.010465116,309.2064436,Well,9.8866235,57.52127065,June,1,22,1
8070,7.981500628,1.68E-09,3.885959602,194.0450813,1.24E-09,1.336738581,Near Colorless,0.035631209,1.288047018,0.820108985,,218.4975468,145.3351708,3.01097025,0.002032211,412.8757268,Stream,10.49116752,57.33953621,December,6,23,0
8071,6.988731432,4.54E-16,1.856248076,85.19413655,6.18E-24,1.119392854,Faint Yellow,0.129826833,0.982464214,0.490366942,0.538018438,165.3588284,419.8650894,2.91797978,4.45E-17,304.9969726,Reservoir,30.82524005,80.20046968,August,7,3,0
8072,6.902399162,0.044614829,3.108694413,236.7812394,8.57E-65,3.660327395,Colorless,0.504592013,,0.3761755,1.151515982,97.86076221,193.8654755,3.733403016,3.01E-09,10.33824098,Spring,24.85553431,83.81108378,May,4,12,0
8073,7.033047284,0.000839089,4.45335528,87.53190209,3.52E-50,2.172293561,Near Colorless,0.197589077,0.478308635,0.019007501,1.239497735,110.9883012,,3.562492237,0.002557655,141.8041614,Spring,16.56607976,72.7860387,January,9,2,0
8074,8.286500497,0.112194308,8.829912023,,1.50E-187,0.163681788,Colorless,0.303916826,1.443119962,0.718030838,0.647155213,191.108481,423.7054746,2.14814324,0.018352344,271.0210069,Reservoir,21.22563206,46.13731004,July,31,4,1
8075,6.802440108,1.10E-06,9.10220445,138.4938456,3.74E-92,2.06493366,Faint Yellow,1.014571462,1.066423267,0.710024228,2.388671408,161.2882444,695.4916984,2.572511499,0.001801399,163.47286,Spring,17.8565374,97.93055187,November,29,15,1
8076,7.290923377,0.001692019,9.57356204,189.1664325,1.49E-140,1.535655236,Near Colorless,0.312288599,0.645018351,1.043994957,2.299306828,138.5398279,460.7288343,3.938640517,0.0160231,193.3107822,River,3.774838603,38.4734788,April,25,18,0
8077,7.100602592,0.178728866,5.328273398,156.7629128,1.78E-05,1.378447303,Near Colorless,0.000255492,0.547234352,0.04315819,2.786241551,76.54257777,352.1937686,4.055374705,0.005272515,391.1981676,Lake,12.0163963,59.86991541,September,24,20,1
8078,7.065632485,0.003777599,3.25411919,116.10813,1.41E-104,1.327981971,Light Yellow,1.17E-05,1.319290893,0.275118259,1.19878413,120.9691977,171.1359331,2.779849189,,267.2909657,Well,20.27468743,72.31450488,December,5,3,0
8079,6.733727367,9.42E-05,7.574908729,221.8319457,9.26E-36,1.920407623,Near Colorless,0.978265258,0.226226242,0.172271466,3.186874249,183.8653762,354.3119781,3.670738251,0.000983166,62.53048173,River,64.07360523,60.97366393,October,3,21,1
8080,8.013646535,1.76E-09,2.67240534,227.3831289,1.20E-71,4.158982997,Near Colorless,0.745592027,0.913679198,0.768608589,2.517358025,138.3989332,651.7907946,3.209305726,3.79E-14,174.8903635,Aquifer,25.03904124,96.30624941,September,29,10,0
8081,7.421537442,0.002453553,4.201860112,232.9017394,2.49E-163,0.473028654,Faint Yellow,0.498321232,0.10211993,0.074197657,0.865984721,113.2927557,439.3502084,3.422904968,0.003487679,128.1166476,Aquifer,21.48367085,45.96850136,August,11,5,1
8082,8.029778149,4.10E-11,3.213870543,81.35453674,2.95E-05,2.201857847,Faint Yellow,0.043957113,0.334895726,0.163395603,2.62211123,107.6936537,441.2104145,3.481993898,8.85E-09,416.8071426,Well,7.63260553,70.66739156,September,14,4,1
8083,6.756629733,4.05E-08,8.722465533,119.6455582,1.95E-33,3.607979445,Faint Yellow,0.322687522,1.179761278,1.333801833,3.7611336,112.2168066,396.8210539,4.29018892,0.62993895,559.9723439,,16.07905708,70.95953552,December,6,17,0
8084,8.44304433,1.24E-10,3.75385375,178.2151154,1.76E-76,2.894799409,Near Colorless,0.285146304,0.45258677,0.035904641,0.578659526,127.5369778,639.6147095,3.558736681,8.53E-10,131.2183433,Stream,25.78170042,45.70002724,June,1,22,0
